道路區塊,鄉鎮,路名1,路名2,起點路口,迄點路口,道路區塊總面積,路長,路寬,道路轄管,道路類型,投影面積,交通量,投影比例,申請路政,挖掘面積,平均溫度,強降雨,搶修案件,液化潛勢,管線衝突點,淺埋位置回報,埋深,埋深=0,埋深>0,埋深>0.3m且埋深<1.2m,PCI分數
SD000041,石碇區,汐碇路, ,汐碇路,汐祹路,2.11,0.3,7,區,路段,,低,0.00%,0,NULL,,93,,NULL,NULL,,低,NULL,NULL,NULL,100
SD000100,石碇區, , ,文山路一段,雙菁公路,16558.54,70.9,232.7,市,路段,39.73324758,高,0.24%,5,44.54,,93,,NULL,21,,低,22,NULL,1,93.30125
SD000101,石碇區,雙菁公路, ,石崁路,雙菁公路,74223.25,9490.2,7.8,市,路段,48.99633612,低,0.07%,4,13.55,,93,,NULL,108,,高,23,NULL,34,94.28313
SD000102,石碇區,坪石路, ,縣106乙,坪石路,20550.17,1924.4,10.7,市,路段,10.45953592,中,0.05%,1,2,,97,,NULL,30,,低,8,NULL,1,85.44755
SD000104,石碇區, , ,北32,雙菁公路,20152.55,3272,6.2,區,路段,1.921937764,低,0.01%,1,0.75,,93,,NULL,4,,高,1,NULL,12,92.58502
SD000105,石碇區,雙菁公路, ,雙菁公路, ,7396.46,922.9,8,市,路段,31.63238154,低,0.43%,1,1.12,,93,,NULL,46,,高,12,NULL,18,88.48467
SD000123,石碇區,石崁路, ,石崁路,石碇東街,7312.59,755.1,9.7,市,路段,12.89466713,中,0.18%,8,38.84,,93,,NULL,111,,高,16,NULL,19,70.64323
SD000124,石碇區,石崁路, ,石崁路,石碇東街,616.52,61.8,9.7,區,路段,,中,0.00%,0,NULL,,93,,NULL,31,,低,NULL,NULL,1,100
SG000001,雙溪區, , ,北39,北39,3370.02,668.4,5,區,路段,,低,0.00%,0,NULL,,17,,NULL,NULL,,低,NULL,NULL,NULL,46.481
SG000003,雙溪區,雙澳公路, ,土地公嶺街(雙澳公路),雙澳公路,26432.09,3258.5,8.1,市,路段,38.71324123,中,0.15%,4,19.08,,17,,NULL,80,,低,18,NULL,4,66.67342
SG000014,雙溪區,瑞雙公路, ,瑞雙公路,中正路,979.92,137.9,7.1,市,路段,,低,0.00%,0,NULL,,17,,NULL,NULL,,低,NULL,NULL,1,100
SG000032,雙溪區, , ,丁子蘭坑道路,北39,640.97,125.7,5.1,區,路段,,低,0.00%,0,NULL,,17,,NULL,NULL,,低,NULL,NULL,NULL,100
SG000036,雙溪區,基福公路, ,基福公路,丁子蘭坑道路,3723.98,563.8,6.6,市,路段,22.35482751,低,0.60%,0,NULL,,17,,NULL,17,,低,5,NULL,NULL,100
SG000069,雙溪區,魚行道路, ,魚行道路,長潭街,20425.81,2632.3,7.8,區,路段,4.69598581,低,0.02%,0,NULL,,17,,NULL,NULL,,低,NULL,NULL,NULL,66.53116
SG000071,雙溪區, , ,北39,北39,133.11,26.1,5.1,區,路段,,低,0.00%,0,NULL,,17,,NULL,NULL,,低,NULL,NULL,NULL,100
SG000104,雙溪區,侯牡公路, ,侯牡公路,侯牡公路,724.68,92.5,7.8,區,路段,,低,0.00%,0,NULL,,106,,NULL,NULL,,低,NULL,NULL,NULL,49.67593
SG000105,雙溪區,土地公嶺街(雙澳公路), ,雙澳公路,土地公嶺街(雙澳公路),600.57,75.2,8,市,路段,,低,0.00%,0,NULL,,17,,NULL,2,,低,NULL,NULL,NULL,100
SG000106,雙溪區,侯牡公路, ,侯牡公路,瑞雙公路,22959.83,3056,7.5,區,路段,,低,0.00%,0,NULL,,106,,NULL,NULL,,低,NULL,NULL,NULL,54.71488
SG000107,雙溪區,瑞雙公路, ,瑞雙公路,瑞雙公路,62887.1,9219.1,6.8,市,路段,74.90800618,低,0.12%,1,0.7,,17,,NULL,6,,低,21,NULL,2,58.76189
SG000108,雙溪區,丁子蘭坑道路, ,丁子蘭坑道路,丁子蘭坑道路,15406.85,2334.6,6.6,市,路段,21.55259448,低,0.14%,0,NULL,,17,,NULL,NULL,,低,4,NULL,NULL,58.01962
SG000113,雙溪區,長潭街, ,魚行道路,長潭街,540.66,61.5,8.8,區,路段,,中,0.00%,0,NULL,,17,,NULL,NULL,,低,NULL,NULL,NULL,94.08915
SG000166,雙溪區,自強路, ,中正路,雙澳公路,810.62,80.2,10.1,市,路段,0.405853312,中,0.05%,0,NULL,,17,,NULL,1,,低,3,NULL,1,100
SG000358,雙溪區,魚行道路, ,東榮街,魚行道路,4912.39,450.3,10.9,區,路段,,中,0.00%,0,NULL,,17,,NULL,7,,低,NULL,NULL,NULL,53.59071
SG000359,雙溪區,東榮街, ,大同路,魚行道路,3884.69,352.6,11,區,路段,,中,0.00%,1,5.2,,17,,NULL,33,,低,NULL,NULL,NULL,55.65386
SG000360,雙溪區,大同路, ,長安街,東榮街,541.58,55.6,9.7,區,路段,,中,0.00%,0,NULL,,17,,NULL,5,,低,NULL,NULL,NULL,28.09725
SG000362,雙溪區,大同路, ,太平路,長安街,607.47,62,9.8,區,路段,,中,0.00%,0,NULL,,17,,NULL,25,,低,NULL,NULL,NULL,27.99086
SG000373,雙溪區,中正路, ,瑞雙公路,太平路,12059.12,1027.5,11.7,市,路段,,中,0.00%,0,NULL,,17,,NULL,48,,高,NULL,NULL,18,84.89213
SG000375,雙溪區,雙澳公路, ,雙澳公路,中華路,8025.96,719.1,11.2,市,路段,,中,0.00%,0,NULL,,17,,NULL,45,,低,NULL,NULL,1,69.36042
SG000377,雙溪區,太平路, ,中山路(基福公路),中正路,2321.11,143.1,9.4,市,路段,,中,0.00%,0,NULL,,17,,NULL,14,,低,NULL,NULL,4,68.81386
SG000390,雙溪區,太平路, ,中山路(基福公路),中正路,2321.11,46.5,7.2,市,路段,,低,0.00%,0,NULL,,17,,NULL,1,,低,NULL,NULL,NULL,100
SG000391,雙溪區,太平路, ,中山路(基福公路),中正路,2321.11,56,11.3,市區,路段,,中,0.00%,0,NULL,,17,,NULL,11,,低,NULL,NULL,3,59.41077
SK000062,深坑區,文山路三段(深坑聯絡道), ,新光路三段,文山路三段,18728.62,921.3,20.3,市,路段,5.794445493,高,0.03%,3,63,,10,,NULL,NULL,,低,2,NULL,1,100
SK000063,深坑區,文山路三段, ,文山路三段(深坑聯絡道),文山路二段,11088.48,504.4,22,市,路段,13.94592436,高,0.13%,3,5.5,,10,,NULL,10,,低,6,NULL,1,90.42185
SK000064,深坑區,文山路二段, ,文山路二段,文山路一段,5645.72,261.4,21.6,市,路段,3.104822432,高,0.05%,3,20,,10,,NULL,4,,低,2,NULL,3,80.36655
SK000065,深坑區,北深路一段, ,北深路一段,雙菁公路,20205.2,1846.4,10.9,市,路段,77.9739798,中,0.39%,6,39.64,,10,,NULL,73,,中,35,NULL,9,71.93009
SK000075,深坑區,文山路二段, ,文山路三段,文山路二段,19214.69,885.3,21.7,市,路段,107.942106,高,0.56%,2,5.75,,10,,NULL,13,,低,1,NULL,3,95.36782
SK000082,深坑區,北深路一段, ,北深路二段,北深路一段,4436.59,309.9,14.3,市,路段,,中,0.00%,3,18.7,,10,,NULL,7,,低,NULL,NULL,NULL,68.83585
SK000083,深坑區,深南路, ,深南路,北深路二段,3334.59,188.7,17.7,市,路段,,高,0.00%,0,NULL,,10,,NULL,9,,低,NULL,NULL,NULL,95.55993
SK000084,深坑區,北深路二段, ,北深路三段,北深路一段,14999.97,1059.5,14.2,市,路段,,中,0.00%,15,86.25,,10,,NULL,206,,高,NULL,1,13,68.0235
SK000097,深坑區,深南路, ,深南路,深南路,40055.37,2501.9,16,市,路段,56.07612414,中,0.14%,15,447.1,,10,,NULL,52,,低,12,2,4,96.27095
SK000214,深坑區,新光路三段, ,新光路三段,文山路三段(深坑聯絡道),339.65,30.8,11,市,路段,,中,0.00%,0,NULL,,10,,NULL,NULL,,低,NULL,NULL,1,100
SK000215,深坑區,木柵路五段, ,木柵路五段,北深路三段,14.56,1.4,10.4,市,路段,2.825463737,中,19.41%,1,60,,10,,NULL,NULL,,低,3,NULL,NULL,100
SK000219,深坑區,文山路一段, ,文山路二段, ,46391.77,2145,21.6,市,路段,70.89925013,高,0.15%,15,222.1,,10,,NULL,35,,低,23,NULL,1,91.9973
SK000220,深坑區,雙菁公路, ,北深路一段,雙菁公路,339.77,42.5,8,市,路段,,低,0.00%,0,NULL,,94,,NULL,1,,低,NULL,NULL,NULL,100
SK000221,深坑區,北深路三段, ,木柵路五段,深坑街,27826.35,1829.2,15.2,市,路段,47.82651915,中,0.17%,25,342.51,,10,,NULL,319,,高,21,2,10,54.88237
SL000052,樹林區,佳園路三段, ,學府路,佳園路三段,81.44,11.8,6.9,區,路段,,低,0.00%,0,NULL,12,97,,NULL,NULL,,低,NULL,NULL,NULL,100
SL000069,樹林區,中山路二段, ,中山路三段,中華路,11963.75,478.3,25,市,路段,0.007802266,高,0.00%,5,92.16,12,7,,3,72,,中,NULL,NULL,8,100
SL000070,樹林區,中山路三段, ,中山路三段,中山路三段,1288.89,105.8,12.2,區,路段,,中,0.00%,0,NULL,12,7,,NULL,2,,低,NULL,NULL,2,100
SL000076,樹林區,柑園街一段, ,佳園路三段,中山路,23310.08,2348.2,9.9,區,路段,,中,0.00%,8,147,12,7,5,3,110,,高,NULL,NULL,13,35.38269
SL000077,樹林區,柑園街一段,佳園路三段,柑園街二段,佳園路三段,1552.18,148.3,10.5,區,路段,,中,0.00%,3,18.6,12,7,,NULL,7,,中,NULL,NULL,6,51.52785
SL000100,樹林區,中山路, ,柑園街一段,田尾街,150.27,15.1,10,區,路段,,中,0.00%,0,NULL,12,7,,3,NULL,,低,NULL,NULL,NULL,100
SL000112,樹林區,佳園路一段, ,環河道路,佳園路一段,837.98,134.2,6.2,區,路段,,低,0.00%,0,NULL,12,7,,3,NULL,,低,NULL,NULL,NULL,100
SL000113,樹林區,佳園路一段, ,環河道路,佳園路一段,664.28,105.9,6.3,區,路段,,低,0.00%,0,NULL,12,7,,3,NULL,,低,NULL,NULL,NULL,100
SL000114,樹林區,中山路三段, ,中山路三段,中山路三段,164.13,22.4,7.3,區,路段,,低,0.00%,0,NULL,12,7,,NULL,NULL,,低,NULL,NULL,1,100
SL000128,樹林區,八德街, ,鎮前街,中山路二段,266.05,18.7,14.2,區,路段,,中,0.00%,0,NULL,12,2,,3,NULL,,低,NULL,NULL,NULL,100
SL000129,樹林區,八德街, ,鎮前街,中山路二段,241.1,17,14.2,區,路段,,中,0.00%,0,NULL,12,2,,3,NULL,,低,NULL,NULL,NULL,100
SL000131,樹林區,樹新路, ,中正路,保安街一段,9036.55,529.5,17.1,市,路段,,高,0.00%,10,56.06,12,10,1,2,234,,中,NULL,NULL,9,38.64224
SL000179,樹林區,中山路一段, ,保安街一段,育英街,11198.17,632.5,17.7,市,路段,1.095414673,高,0.01%,3,403.93,12,10,,3,446,,高,12,2,13,68.14741
SL000180,樹林區,保安二街, ,保安街一段,保安街一段,3971.95,331.4,12,區,路段,,中,0.00%,6,2750.24,12,10,,3,291,,低,NULL,NULL,3,28.81051
SL000236,樹林區,備前街, ,大安路,復興路,1346.95,155.2,8.7,區,路段,,中,0.00%,0,NULL,12,10,,3,82,,低,NULL,NULL,4,100
SL000317,樹林區,中正路, ,中正路,樹新路,2091.3,329.7,6.3,市,路段,,低,0.00%,0,NULL,12,10,,2,2,,低,NULL,NULL,1,100
SL000323,樹林區,中山路二段, ,中華路,大安路,3350.68,163.2,20.5,市,路段,,高,0.00%,1,40.5,12,7,,3,4,,中,NULL,NULL,8,100
SL000334,樹林區,中山路三段, ,民和街,中山路三段,616.85,66.4,9.3,區,路段,,中,0.00%,0,NULL,12,7,,NULL,3,,中,NULL,NULL,9,95.07652
SL000463,樹林區,樹新路, ,樹新路,中正路,5372.35,301.8,17.8,市,路段,,高,0.00%,4,46.5,12,10,,2,40,,中,NULL,NULL,8,27.82436
SL000497,樹林區,保安街一段, ,保安街二段,大安路,6974.52,466.1,15,區,路段,,中,0.00%,2,20.43,12,10,1,3,89,,高,NULL,1,16,59.08572
SL000531,樹林區,三俊街, ,中正路,俊興街,11757.43,718.4,16.4,區,路段,,高,0.00%,5,333.98,12,10,,3,594062,,高,NULL,NULL,5840,90.27455
SL000548,樹林區,三俊街, ,俊興街,俊英街,11786.42,705.2,16.7,區,路段,0.699982504,高,0.01%,2,6,12,10,,3,96,,高,3,NULL,14,87.55756
SL000581,樹林區,俊英街, ,三俊街,大安路,19225.62,1141.7,16.8,區,路段,,高,0.00%,7,77.37,12,10,,3,142,,高,NULL,NULL,20,86.58472
SL000598,樹林區,俊英街, ,大安路,樹新路,9494.95,549.6,17.3,區,路段,,高,0.00%,0,NULL,12,10,,3,50,,中,NULL,5,6,75.27698
SL000649,樹林區,太平路, ,中華路,太順街,1063.77,142.8,7.4,區,路段,,低,0.00%,0,NULL,12,2,,3,11,,低,NULL,NULL,5,54.64376
SL000683,樹林區,太平路, ,太順街,名園街,84.98,13.8,6.2,區,路段,,低,0.00%,0,NULL,12,2,,3,1,,低,NULL,NULL,2,100
SL000717,樹林區,太平路, ,名園街,太元街,139.58,22.4,6.2,區,路段,,低,0.00%,0,NULL,12,2,,3,NULL,,低,NULL,NULL,2,100
SL000750,樹林區,太平路, ,太元街,東豐街,4442.5,555.9,8,區,路段,0.446378377,低,0.01%,0,NULL,12,2,,3,55,,高,2,NULL,13,42.44975
SL000767,樹林區,太平路, ,東豐街,八德街,772.06,90.8,8.5,區,路段,,中,0.00%,0,NULL,12,2,,3,3,,低,NULL,NULL,1,67.67984
SL000800,樹林區,太平路, ,八德街,中華路,1162.49,133.5,8.7,區,路段,0.058405654,中,0.01%,1,2.5,12,2,,3,69,,中,4,NULL,6,44.38559
SL000834,樹林區,八德街, ,太平路,鎮前街,6343.14,263.4,24.1,區,路段,,高,0.00%,1,2.4,12,2,,3,39,,低,NULL,NULL,4,59.46804
SL000885,樹林區,八德街, ,中山路二段,復興路,5618.58,181.7,30.9,區,路段,96.15607818,高,1.71%,1,3.2,12,10,,3,42,,高,13,NULL,14,47.23923
SL000992,樹林區,佳園路一段, ,中山路三段,佳園路二段,17486.65,1004.1,17.4,區,路段,1387.978802,高,7.94%,4,270.6,12,7,1,3,49,,高,9,NULL,21,50.60708
SL001009,樹林區,佳園路二段, ,佳園路一段,柑園街一段,10444.5,972,10.7,區,路段,,中,0.00%,1,3.72,12,7,2,NULL,28,,高,NULL,1,12,72.3104
SL001349,樹林區,中正路, ,中正路,中正路,11575.25,564.9,20.5,市,路段,,高,0.00%,2,2343.76,12,,,2,45,,低,NULL,NULL,2,24.48009
SL001359,樹林區,保安街一段, ,中山路一段,保安街一段,1880.35,133.2,14.1,市,路段,,中,0.00%,2,218.4,12,,,3,NULL,,低,NULL,NULL,NULL,100
SL001360,樹林區,保安街一段, ,大安路,中山路一段,8581.08,468.4,18.3,區,路段,0.215634616,高,0.00%,10,3666.17,12,,,3,111,,中,1,NULL,6,29.30081
SL001361,樹林區,保安街一段, ,中山路一段,保安街一段,405.19,123.8,3.3,市,路段,,低,0.00%,2,218.4,12,,,3,NULL,,低,NULL,NULL,NULL,85.91992
SL001362,樹林區,保安街一段, ,保安街一段,鎮前街,427.78,121,3.5,市,路段,,低,0.00%,0,NULL,12,,,3,3,,低,NULL,NULL,2,91.22759
SL001364,樹林區,保安街一段, ,鎮前街,大觀路三段,3571.43,248.2,14.4,市,路段,35.95780345,中,1.01%,3,113.08,12,,,3,88,,中,5,NULL,9,74.18569
SL001365,樹林區,中山路三段, ,中山路三段,中山路二段,41623.85,2622.3,15.9,市,路段,20.02121986,中,0.05%,10,117.59,12,,2,3,228,,高,14,NULL,29,31.20521
SL001371,樹林區,中正路, ,千歲街,中正路,3138.33,81.7,38.4,市,路段,,高,0.00%,1,2252.8,12,,,3,4,,低,NULL,NULL,2,100
SL001378,樹林區,三鶯路, ,三鶯路,柑園街二段,61.2,5.7,10.7,區,路段,,中,0.00%,0,NULL,12,,,NULL,5,,低,NULL,NULL,NULL,100
SL001392,樹林區,大觀路三段, ,保安街一段,大觀路三段,137.69,16.3,8.4,市,路段,,中,0.00%,0,NULL,12,,,3,1,,低,NULL,NULL,NULL,100
SL001396,樹林區,中正路, ,大安路,中正路,3113.96,81,38.4,市,路段,,高,0.00%,6,2359.12,12,,,3,4,,低,NULL,NULL,1,83.70368
SL001399,樹林區,中正路, ,中正路,中正路,1090.63,72.7,15,市,路段,,中,0.00%,0,NULL,12,,,3,NULL,,低,NULL,NULL,NULL,82.52405
SL001400,樹林區,中正路, ,中正路,千歲街,4774.8,117.7,40.6,市,路段,,高,0.00%,6,2358.28,12,,,3,9,,低,NULL,NULL,1,66.89886
SL001401,樹林區,保安街三段, ,中正路,保安街二段,3839.38,260.2,14.8,區,路段,,中,0.00%,3,75.05,12,,,3,26,,中,NULL,NULL,6,58.05628
SL001402,樹林區,保安街二段, ,保安街三段,保安街一段,19873.24,1444.8,13.8,區,路段,0.020422882,中,0.00%,24,373.83,12,,1,2,339,,高,11,1,29,49.51394
SL001406,樹林區,中山路二段, ,八德街,中山路一段,5448.37,306,17.8,市,路段,,高,0.00%,1,15,12,,,3,119,,中,NULL,NULL,6,28.80541
SL001407,樹林區,中山路一段, ,育英街,中山路二段,5735.83,340.5,16.8,市,路段,,高,0.00%,5,2399.67,12,,,3,226,,高,NULL,NULL,15,81.70513
SL001408,樹林區,中山路, ,田尾街,中山路,918.65,93.7,9.8,區,路段,4.370871549,中,0.48%,0,NULL,12,,,3,NULL,,低,1,NULL,NULL,100
SL001749,樹林區,中山路三段, ,中正一路,中山路三段,6974.12,328.9,21.2,市,路段,,高,0.00%,0,NULL,12,7,,NULL,NULL,,低,NULL,NULL,1,13.19892
SL001750,樹林區,中正一路, ,中正一路,中正一路,2552.25,183.5,13.9,市,路段,,中,0.00%,0,NULL,12,7,,NULL,7,,低,NULL,NULL,NULL,79.07606
SL002099,樹林區,備內街, , ,大安路,11039.17,838.4,9.1,區,路段,19.46567268,中,0.18%,5,9.89,12,7,,3,71,,高,9,NULL,12,73.84422
SL002321,樹林區,中正路, ,中正路,大安路,61900.86,2606.6,23.7,市,路段,32.09735712,高,0.05%,17,516.23,12,10,,3,504,,高,12,NULL,16,52.23595
SL002401,樹林區,中正一路, ,中山路三段,中正一路,103.92,4.8,21.7,市,路段,,高,0.00%,0,NULL,12,7,,NULL,NULL,,低,NULL,NULL,NULL,100
SL003821,樹林區,中山路二段, ,大安路,八德街,10727.17,570.8,17.4,市,路段,1.260694164,高,0.01%,4,93.35,12,7,,3,52,,高,4,1,13,68.30053
SL003824,樹林區,柑園街二段, ,三鶯路,柑園街一段,26143.42,3055.5,8,區,路段,,低,0.00%,12,85.71,12,,3,NULL,25,,高,NULL,NULL,12,27.36512
SL003825,樹林區,佳園路三段, ,柑園街一段,三樹路,30765.53,1471.6,25.1,區,路段,2.991065375,高,0.01%,12,161.82,12,,,NULL,88,,高,9,NULL,18,89.1298
SL003826,樹林區,中正路, ,樹新路,中正路,3496.88,92.4,37.8,市,路段,0.403427882,高,0.01%,0,NULL,12,,,2,9,,低,4,NULL,2,68.77907
SL003829,樹林區,大安路, ,八德街,中山路二段,3704.53,601.8,25.1,市,路段,7.670795973,高,0.21%,4,186.59,12,7,1,3,19,,中,3,NULL,9,100
SL003831,樹林區,復興路, ,八德街,中山路二段,5059.2,51.5,10.5,區,路段,,中,0.00%,0,NULL,12,10,,3,43,,低,NULL,NULL,3,100
SL003832,樹林區,大安路, ,八德街,備內街,5076.5,203.6,24.9,區,路段,0.017395855,高,0.00%,0,NULL,12,7,,3,12,,低,1,NULL,4,100
SM000073,石門區,中山路, ,中山路,中山路,1031.99,79.4,13,區,路段,,中,0.00%,0,NULL,,18,,NULL,26,,低,NULL,NULL,NULL,100
SM000075,石門區,五爪崙路, ,北部濱海公路(淡金公路),五崙路,28906.75,4083.2,7.1,區,路段,,低,0.00%,0,NULL,,118,,NULL,NULL,,低,NULL,NULL,NULL,63.62272
SM000076,石門區,五崙路, ,五爪崙路,五崙路,42.62,5.3,8,區,路段,,低,0.00%,0,NULL,,118,,NULL,NULL,,低,NULL,NULL,NULL,100
SM000077,石門區,老崩山路, ,石崩山路,老崩山路,21871.37,2711.9,8.1,區,路段,3.32783347,中,0.02%,0,NULL,,18,,NULL,NULL,,低,1,NULL,NULL,94.48534
SM000078,石門區,石崩山路, ,石崩山路,老崩山路,19082.62,2678.1,7.1,區,路段,338.2761261,低,1.77%,0,NULL,,18,,NULL,NULL,,低,59,NULL,NULL,85.70898
SM000079,石門區,草埔尾路, ,阿里老坑路,五崙路,13830.29,1798.2,7.7,區,路段,,低,0.00%,0,NULL,,106,,NULL,NULL,,低,NULL,NULL,NULL,81.42793
SM000080,石門區,五崙路, ,北21,草埔尾路,6698.87,1024.7,6.5,區,路段,,低,0.00%,0,NULL,,106,,NULL,NULL,,低,NULL,NULL,NULL,100
SM000083,石門區,石崩山路, ,中山路,石崩山路,6013.39,737.3,8.2,區,路段,0.087334014,中,0.00%,0,NULL,,18,,NULL,27,,低,2,NULL,1,96.43492
SM000086,石門區,中山路, ,中央路(北部濱海公路)(淡金公路),中山路,908.18,89.6,10.1,區,路段,,中,0.00%,0,NULL,,18,1,NULL,8,,低,NULL,NULL,NULL,100
SM000094,石門區,豬槽潭路, ,北部濱海公路(淡金公路),豬槽潭路,472.81,73,6.5,區,路段,,低,0.00%,0,NULL,,8,1,NULL,14,,低,NULL,NULL,1,100
SM000096,石門區,老崩山路, ,北部濱海公路(淡金公路),老崩山路,2191.19,335.8,6.5,區,路段,,低,0.00%,0,NULL,,8,,NULL,1,,低,NULL,NULL,NULL,94.02561
SM000098,石門區,尖子路, ,中山路,尖子路,5157.9,627.1,8.2,區,路段,1.782734583,中,0.03%,0,NULL,,18,,NULL,3,,低,4,NULL,NULL,100
SM000099,石門區,下員坑路, ,中八甲路,下員坑路,2377.48,248.9,9.6,區,路段,,中,0.00%,0,NULL,,8,,NULL,NULL,,低,NULL,NULL,NULL,61.2159
SM000114,石門區,五崙路, ,草埔尾路,五崙路,1996.05,525.3,3.8,區,路段,,低,0.00%,0,NULL,,106,,NULL,NULL,,低,NULL,NULL,NULL,94.64734
SM000116,石門區, , ,五崙路,尖子路,27390.49,4735.9,5.8,區,路段,,低,0.00%,3,8.48,,106,,NULL,NULL,,低,NULL,NULL,NULL,96.54533
SM000117,石門區,老崩山路, ,老崩山路,老崩山路,23169.95,3246.1,7.1,區,路段,,低,0.00%,0,NULL,,18,,NULL,NULL,,低,NULL,NULL,NULL,93.39022
SM000121,石門區, , ,北15,石橫產業道路,10793.31,1640.7,6.6,區,路段,,低,0.00%,0,NULL,,8,,NULL,NULL,,低,NULL,NULL,NULL,90.34578
SM000122,石門區,石橫產業道路, ,屏山路,北15,7038.56,1005.5,7,區,路段,,低,0.00%,0,NULL,,18,,NULL,NULL,,低,NULL,NULL,NULL,78.03996
SM000123,石門區,豬槽潭路, ,豬槽潭路,豬槽潭路,19605.62,3077,6.4,區,路段,25.79425592,低,0.13%,1,1.8,,18,1,NULL,5,,低,12,NULL,5,78.21389
SM000126,石門區,阿里老坑路, ,北部濱海公路(淡金公路),草埔尾路,1904.05,346.1,5.5,區,路段,,低,0.00%,0,NULL,,18,,NULL,10,,低,NULL,NULL,1,70.31571
SM000127,石門區,尖子路, ,尖子路,北21,54867.33,8524.8,6.4,區,路段,11.12941485,低,0.02%,0,NULL,,106,,NULL,3,,低,28,NULL,1,87.93183
SM000237,石門區,下員坑路, ,北部濱海公路(淡金公路),中八甲路,2566.2,220.4,11.6,區,路段,,中,0.00%,0,NULL,,8,,NULL,NULL,,低,NULL,NULL,NULL,67.30468
SM000249,石門區, , ,北部濱海公路(淡金公路), ,5104.26,6182,8.2,區,路段,9.689032578,中,0.19%,0,NULL,,8,,NULL,NULL,,低,4,NULL,NULL,73.44756
SM000305,石門區,中山路, ,中山路,中央路(北部濱海公路)(淡金公路),3207.3,251.3,12.8,區,路段,8.515966973,中,0.27%,1,0.96,,18,2,NULL,28,,低,7,NULL,NULL,100
SM000352,石門區,屏山路, ,中八甲路,屏山路,5280.75,754.6,7,區,路段,,低,0.00%,0,NULL,,8,,NULL,NULL,,低,NULL,NULL,NULL,95.36343
SM000609,石門區,中山路, ,中山路,中央路(北部濱海公路)(淡金公路),3207.3,251.3,12.8,區,路段,,中,0.00%,2,41.13,,18,1,NULL,41,,低,NULL,NULL,2,100
SM000611,石門區,五崙路, ,五爪崙路,五崙路,1038.5,154,6.7,區,路段,,低,0.00%,0,NULL,,118,,NULL,NULL,,低,NULL,NULL,NULL,100
SM000612,石門區,五爪崙路, ,五爪崙路,五崙路,6.39,7.5,0.9,區,路段,,低,0.00%,0,NULL,,118,,NULL,NULL,,低,NULL,NULL,NULL,100
SS000006,三峽區,正義街, ,中正路二段(縱貫公路),白雞路,10107.94,1070.4,9.4,區,路段,36.0396787,中,0.36%,3,446.35,1,,10,NULL,39,,低,12,NULL,4,72.86797
SS000007,三峽區,白雞路, ,正義街,白雞路,4056.85,393.1,10.3,區,路段,,中,0.00%,1,3.25,1,,2,NULL,6,,低,NULL,NULL,1,87.9103
SS000008,三峽區,二鬮路, ,麻園路,中正路二段(縱貫公路),5393.64,919.6,5.9,區,路段,26.39083658,低,0.49%,1,148.8,1,97,3,NULL,12,,低,10,NULL,NULL,79.3406
SS000049,三峽區,鹿堀產業道路, ,嘉添路,鹿堀產業道路,12834.96,2688.4,4.8,區,路段,,低,0.00%,0,NULL,1,97,,NULL,NULL,,低,NULL,NULL,1,76.95505
SS000050,三峽區,東眼產業道路, , ,東眼產業道路,3262.8,514.1,6.3,區,路段,3.521035395,低,0.11%,0,NULL,1,97,,NULL,2,,低,5,NULL,1,83.38422
SS000051,三峽區,東眼產業道路, ,東眼產業道路,東眼產業道路,53391.96,6663.7,8,區,路段,2.717654765,低,0.01%,0,NULL,1,97,,NULL,NULL,,低,1,NULL,NULL,86.99994
SS000052,三峽區,建安路, ,安坑路,建安路,21539.59,3689.3,5.8,區,路段,34.66981929,低,0.16%,0,NULL,1,96,,NULL,3,,低,10,NULL,NULL,70.35423
SS000053,三峽區,安坑路, ,安坑路,安坑路,7731.35,2004.5,3.9,區,路段,,低,0.00%,0,NULL,1,96,,NULL,NULL,,低,NULL,NULL,NULL,100
SS000057,三峽區,麻園路, ,大同路285巷,二鬮路,5991.81,1084.8,5.5,區,路段,29.60857229,低,0.49%,2,5.22,1,97,6,NULL,NULL,,低,8,NULL,1,65.80055
SS000060,三峽區,復興路, ,中山路,民生街,30258.16,1456.7,20.8,市,路段,,高,0.00%,28,3355.9,1,97,4,NULL,535,,中,NULL,NULL,6,73.59289
SS000297,三峽區,橫溪路, ,介壽路二段(縱貫公路),溪東路,4368.05,386.5,11.3,市,路段,1.991101467,中,0.05%,3,38.9,1,,5,NULL,137,,低,4,NULL,2,81.87204
SS000314,三峽區,溪東路, ,橫溪路,溪東路,4750.99,508.7,9.3,市,路段,29.22936528,中,0.62%,4,14.97,1,,9,NULL,120,,低,16,NULL,2,68.03188
SS000430,三峽區,溪東路, ,溪東路,成福路,16448.66,1495.9,11,市,路段,54.17442659,中,0.33%,5,55.8,1,,16,NULL,114,,中,10,NULL,7,83.92669
SS000431,三峽區,成福路, ,溪東路,安坑路,30804.74,2800.4,11,市,路段,138.4821915,中,0.45%,6,44.4,1,96,1,NULL,114,,中,22,NULL,9,66.57179
SS000432,三峽區,安康路三段, ,安坑路,安康路三段,6129.45,557.4,11,市,路段,8.617077417,中,0.14%,0,NULL,1,96,,NULL,3,,低,3,NULL,NULL,68.90601
SS000433,三峽區,安坑路, ,成福路,安康路三段,22096.77,2008.8,11,市,路段,104.4758203,中,0.47%,3,7.92,1,96,,NULL,14,,低,20,NULL,NULL,50.43818
